name,id
アメリカ,3505
アルゼンチン,3437
アルジェリア,3614
ウルグアイ,3449
オランダ,3379
ギリシャ,3378
コロンビア,3816
コスタリカ,8497
スイス,3384
チリ,3700
ドイツ,3262
ナイジェリア,3444
フランス,3377
ブラジル,3439
ベルギー,3382
メキシコ,6303
