name,id
アメリカ,3505
アルゼンチン,3437
イングランド,3299
オーストラリア,3433
オランダ,3379
クロアチア,3556
スペイン,3375
スイス,3384
セネガル,3499
フランス,3377
ブラジル,3439
ポーランド,3442
ポルトガル,3300
モロッコ,3575
日本,3435
韓国,3589
