name,id
アルゼンチン,3437
イングランド,3299
ウルグアイ,3449
クロアチア,3556
コロンビア,3816
スペイン,3375
スイス,3384
スウェーデン,3557
デンマーク,3436
フランス,3377
ブラジル,3439
ベルギー,3382
ポルトガル,3300
メキシコ,6303
ロシア,3448
日本,3435
