name,country,position,image,playerpage
Gonzalo Montiel,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/402733-1668181612.jpg?lm=1,https://www.transfermarkt.jp/gonzalo-montiel/profil/spieler/402733
Guido Rodríguez,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/342385-1668181269.jpg?lm=1,https://www.transfermarkt.jp/guido-rodriguez/profil/spieler/342385
Leandro Paredes,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/166237-1639582931.jpg?lm=1,https://www.transfermarkt.jp/leandro-paredes/profil/spieler/166237
Rodrigo de Paul,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/255901-1623838716.jpg?lm=1,https://www.transfermarkt.jp/rodrigo-de-paul/profil/spieler/255901
Enzo Fernández,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/648195-1669894717.jpg?lm=1,https://www.transfermarkt.jp/enzo-fernandez/profil/spieler/648195
Alexis Mac Allister,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/534033-1669835342.jpg?lm=1,https://www.transfermarkt.jp/alexis-mac-allister/profil/spieler/534033
Exequiel Palacios,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/401578-1658913508.jpg?lm=1,https://www.transfermarkt.jp/exequiel-palacios/profil/spieler/401578
Thiago Almada,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/576028-1651253106.jpg?lm=1,https://www.transfermarkt.jp/thiago-almada/profil/spieler/576028
Papu Gómez,アルゼンチン,フォワード,https://img.a.transfermarkt.technology/portrait/small/20005-1670101551.jpg?lm=1,https://www.transfermarkt.jp/papu-gomez/profil/spieler/20005
Lionel Messi,アルゼンチン,フォワード,https://img.a.transfermarkt.technology/portrait/small/28003-1631171950.jpg?lm=1,https://www.transfermarkt.jp/lionel-messi/profil/spieler/28003
Ángel Correa,アルゼンチン,フォワード,https://img.a.transfermarkt.technology/portrait/small/266807-1622131083.jpg?lm=1,https://www.transfermarkt.jp/angel-correa/profil/spieler/266807
Ángel Di María,アルゼンチン,フォワード,https://img.a.transfermarkt.technology/portrait/small/45320-1663576797.jpg?lm=1,https://www.transfermarkt.jp/angel-di-maria/profil/spieler/45320
Paulo Dybala,アルゼンチン,フォワード,https://img.a.transfermarkt.technology/portrait/small/206050-1641810495.jpg?lm=1,https://www.transfermarkt.jp/paulo-dybala/profil/spieler/206050
Lautaro Martínez,アルゼンチン,フォワード,https://img.a.transfermarkt.technology/portrait/small/406625-1661352429.jpg?lm=1,https://www.transfermarkt.jp/lautaro-martinez/profil/spieler/406625
Julián Álvarez,アルゼンチン,フォワード,https://img.a.transfermarkt.technology/portrait/small/576024-1661978290.jpg?lm=1,https://www.transfermarkt.jp/julian-alvarez/profil/spieler/576024
Jordan Pickford,イングランド,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/130164-1668499964.jpg?lm=1,https://www.transfermarkt.jp/jordan-pickford/profil/spieler/130164
Nick Pope,イングランド,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/192080-1663841362.jpg?lm=1,https://www.transfermarkt.jp/nick-pope/profil/spieler/192080
Ben White,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/335721-1668091170.jpg?lm=1,https://www.transfermarkt.jp/ben-white/profil/spieler/335721
John Stones,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/186590-1583400326.jpg?lm=1,https://www.transfermarkt.jp/john-stones/profil/spieler/186590
Harry Maguire,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/177907-1663841733.jpg?lm=1,https://www.transfermarkt.jp/harry-maguire/profil/spieler/177907
Eric Dier,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/175722-1665608595.jpg?lm=1,https://www.transfermarkt.jp/eric-dier/profil/spieler/175722
Conor Coady,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/128901-1668090438.jpg?lm=1,https://www.transfermarkt.jp/conor-coady/profil/spieler/128901
Luke Shaw,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/183288-1668500175.jpg?lm=1,https://www.transfermarkt.jp/luke-shaw/profil/spieler/183288
Trent Alexander-Arnold,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/314353-1662621037.jpg?lm=1,https://www.transfermarkt.jp/trent-alexander-arnold/profil/spieler/314353
Kyle Walker,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/95424-1668090663.jpg?lm=1,https://www.transfermarkt.jp/kyle-walker/profil/spieler/95424
Kieran Trippier,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/95810-1517913986.jpg?lm=1,https://www.transfermarkt.jp/kieran-trippier/profil/spieler/95810
Declan Rice,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/357662-1624883831.jpg?lm=1,https://www.transfermarkt.jp/declan-rice/profil/spieler/357662
Kalvin Phillips,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/351749-1661978510.jpg?lm=1,https://www.transfermarkt.jp/kalvin-phillips/profil/spieler/351749
Phil Foden,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/406635-1668524492.jpg?lm=1,https://www.transfermarkt.jp/phil-foden/profil/spieler/406635
Jude Bellingham,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/581678-1661412719.jpg?lm=1,https://www.transfermarkt.jp/jude-bellingham/profil/spieler/581678
Conor Gallagher,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/488362-1668500476.jpg?lm=1,https://www.transfermarkt.jp/conor-gallagher/profil/spieler/488362
Jordan Henderson,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/61651-1662621084.jpg?lm=1,https://www.transfermarkt.jp/jordan-henderson/profil/spieler/61651
Bukayo Saka,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/433177-1669294809.jpg?lm=1,https://www.transfermarkt.jp/bukayo-saka/profil/spieler/433177
Mason Mount,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/346483-1642175298.jpg?lm=1,https://www.transfermarkt.jp/mason-mount/profil/spieler/346483
James Maddison,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/294057-1638811548.jpg?lm=1,https://www.transfermarkt.jp/james-maddison/profil/spieler/294057
Jack Grealish,イングランド,フォワード,https://img.a.transfermarkt.technology/portrait/small/203460-1581417066.jpg?lm=1,https://www.transfermarkt.jp/jack-grealish/profil/spieler/203460
Raheem Sterling,イングランド,フォワード,https://img.a.transfermarkt.technology/portrait/small/134425-1577051521.jpg?lm=1,https://www.transfermarkt.jp/raheem-sterling/profil/spieler/134425
Marcus Rashford,イングランド,フォワード,https://img.a.transfermarkt.technology/portrait/small/258923-1565603308.png?lm=1,https://www.transfermarkt.jp/marcus-rashford/profil/spieler/258923
Harry Kane,イングランド,フォワード,https://img.a.transfermarkt.technology/portrait/small/132098-1623778520.jpg?lm=1,https://www.transfermarkt.jp/harry-kane/profil/spieler/132098
Callum Wilson,イングランド,フォワード,https://img.a.transfermarkt.technology/portrait/small/123682-1668090039.jpg?lm=1,https://www.transfermarkt.jp/callum-wilson/profil/spieler/123682
Andrew Redmayne,オーストラリア,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/51975-1655199076.jpg?lm=1,https://www.transfermarkt.jp/andrew-redmayne/profil/spieler/51975
Danny Vukovic,オーストラリア,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/43113-1610918465.jpg?lm=1,https://www.transfermarkt.jp/danny-vukovic/profil/spieler/43113
Harry Souttar,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/298091-1669819322.jpg?lm=1,https://www.transfermarkt.jp/harry-souttar/profil/spieler/298091
Milos Degenek,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/187353-1646333958.jpg?lm=1,https://www.transfermarkt.jp/milos-degenek/profil/spieler/187353
Bailey Wright,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/147419-1547131170.jpg?lm=1,https://www.transfermarkt.jp/bailey-wright/profil/spieler/147419
Kye Rowles,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/399990-1668505790.jpg?lm=1,https://www.transfermarkt.jp/kye-rowles/profil/spieler/399990
Thomas Deng,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/366543-1625837373.jpg?lm=1,https://www.transfermarkt.jp/thomas-deng/profil/spieler/366543
Aziz Behich,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/136834-1669893921.jpg?lm=1,https://www.transfermarkt.jp/aziz-behich/profil/spieler/136834
Joel King,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/616430-1625837674.jpg?lm=1,https://www.transfermarkt.jp/joel-king/profil/spieler/616430
Fran Karacic,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/367795-1613461062.jpg?lm=1,https://www.transfermarkt.jp/fran-karacic/profil/spieler/367795
Nathaniel Atkinson,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/556038-1669189807.jpg?lm=1,https://www.transfermarkt.jp/nathaniel-atkinson/profil/spieler/556038
Cammy Devlin,オーストラリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/399162-1632992221.png?lm=1,https://www.transfermarkt.jp/cammy-devlin/profil/spieler/399162
Keanu Baccus,オーストラリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/479037-1625838666.jpg?lm=1,https://www.transfermarkt.jp/keanu-baccus/profil/spieler/479037
Aaron Mooy,オーストラリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/123951-1668505974.jpg?lm=1,https://www.transfermarkt.jp/aaron-mooy/profil/spieler/123951
Riley McGree,オーストラリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/428061-1642195656.jpg?lm=1,https://www.transfermarkt.jp/riley-mcgree/profil/spieler/428061
Jackson Irvine,オーストラリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/192557-1637160187.jpg?lm=1,https://www.transfermarkt.jp/jackson-irvine/profil/spieler/192557
Ajdin Hrustic,オーストラリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/265625-1661799977.jpg?lm=1,https://www.transfermarkt.jp/ajdin-hrustic/profil/spieler/265625
Awer Mabil,オーストラリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/255729-1601548252.jpg?lm=1,https://www.transfermarkt.jp/awer-mabil/profil/spieler/255729
Craig Goodwin,オーストラリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/214798-1668506102.jpg?lm=1,https://www.transfermarkt.jp/craig-goodwin/profil/spieler/214798
Mathew Leckie,オーストラリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/126214-1599990767.jpg?lm=1,https://www.transfermarkt.jp/mathew-leckie/profil/spieler/126214
Marco Tilio,オーストラリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/565531-1669893669.jpg?lm=1,https://www.transfermarkt.jp/marco-tilio/profil/spieler/565531
Jamie Maclaren,オーストラリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/173591-1668506342.jpg?lm=1,https://www.transfermarkt.jp/jamie-maclaren/profil/spieler/173591
Jason Cummings,オーストラリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/209583-1668506256.jpg?lm=1,https://www.transfermarkt.jp/jason-cummings/profil/spieler/209583
Mitchell Duke,オーストラリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/177775-1625839380.jpg?lm=1,https://www.transfermarkt.jp/mitchell-duke/profil/spieler/177775
Garang Kuol,オーストラリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/967948-1663524926.jpg?lm=1,https://www.transfermarkt.jp/garang-kuol/profil/spieler/967948
Andries Noppert,オランダ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/276853-1664368859.jpg?lm=1,https://www.transfermarkt.jp/andries-noppert/profil/spieler/276853
Remko Pasveer,オランダ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/25520-1666951851.jpg?lm=1,https://www.transfermarkt.jp/remko-pasveer/profil/spieler/25520
Matthijs de Ligt,オランダ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/326031-1667829815.jpg?lm=1,https://www.transfermarkt.jp/matthijs-de-ligt/profil/spieler/326031
Virgil van Dijk,オランダ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/139208-1620651710.jpg?lm=1,https://www.transfermarkt.jp/virgil-van-dijk/profil/spieler/139208
Jurrien Timber,オランダ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/420243-1660913147.jpg?lm=1,https://www.transfermarkt.jp/jurrien-timber/profil/spieler/420243
Nathan Aké,オランダ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/177476-1666733797.jpg?lm=1,https://www.transfermarkt.jp/nathan-ake/profil/spieler/177476
Stefan de Vrij,オランダ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/111196-1663572651.jpg?lm=1,https://www.transfermarkt.jp/stefan-de-vrij/profil/spieler/111196
Tyrell Malacia,オランダ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/339340-1657096025.jpg?lm=1,https://www.transfermarkt.jp/tyrell-malacia/profil/spieler/339340
Daley Blind,オランダ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/12282-1660761781.jpg?lm=1,https://www.transfermarkt.jp/daley-blind/profil/spieler/12282
Jeremie Frimpong,オランダ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/484547-1658913331.jpg?lm=1,https://www.transfermarkt.jp/jeremie-frimpong/profil/spieler/484547
Teun Koopmeiners,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/360518-1645797398.jpg?lm=1,https://www.transfermarkt.jp/teun-koopmeiners/profil/spieler/360518
Marten de Roon,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/133179-1663582942.jpg?lm=1,https://www.transfermarkt.jp/marten-de-roon/profil/spieler/133179
Frenkie de Jong,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/326330-1656499973.png?lm=1,https://www.transfermarkt.jp/frenkie-de-jong/profil/spieler/326330
Kenneth Taylor,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/470394-1609862320.jpg?lm=1,https://www.transfermarkt.jp/kenneth-taylor/profil/spieler/470394
Denzel Dumfries,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/321528-1663572270.jpg?lm=1,https://www.transfermarkt.jp/denzel-dumfries/profil/spieler/321528
Xavi Simons,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/566931-1669890065.jpg?lm=1,https://www.transfermarkt.jp/xavi-simons/profil/spieler/566931
Steven Berghuis,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/129554-1668696215.jpg?lm=1,https://www.transfermarkt.jp/steven-berghuis/profil/spieler/129554
Davy Klaassen,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/182932-1666951645.jpg?lm=1,https://www.transfermarkt.jp/davy-klaassen/profil/spieler/182932
Cody Gakpo,オランダ,フォワード,https://img.a.transfermarkt.technology/portrait/small/434675-1652434881.jpg?lm=1,https://www.transfermarkt.jp/cody-gakpo/profil/spieler/434675
Steven Bergwijn,オランダ,フォワード,https://img.a.transfermarkt.technology/portrait/small/284165-1660913350.jpg?lm=1,https://www.transfermarkt.jp/steven-bergwijn/profil/spieler/284165
Noa Lang,オランダ,フォワード,https://img.a.transfermarkt.technology/portrait/small/339332-1642424716.jpg?lm=1,https://www.transfermarkt.jp/noa-lang/profil/spieler/339332
Memphis Depay,オランダ,フォワード,https://img.a.transfermarkt.technology/portrait/small/167850-1668167349.jpg?lm=1,https://www.transfermarkt.jp/memphis-depay/profil/spieler/167850
Wout Weghorst,オランダ,フォワード,https://img.a.transfermarkt.technology/portrait/small/228645-1666363510.png?lm=1,https://www.transfermarkt.jp/wout-weghorst/profil/spieler/228645
Vincent Janssen,オランダ,フォワード,https://img.a.transfermarkt.technology/portrait/small/207015-1659086968.jpg?lm=1,https://www.transfermarkt.jp/vincent-janssen/profil/spieler/207015
Luuk de Jong,オランダ,フォワード,https://img.a.transfermarkt.technology/portrait/small/72522-1548523482.jpg?lm=1,https://www.transfermarkt.jp/luuk-de-jong/profil/spieler/72522
Ivica Ivusic,クロアチア,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/160482-1663604435.jpg?lm=1,https://www.transfermarkt.jp/ivica-ivusic/profil/spieler/160482
Ivo Grbic,クロアチア,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/226073-1559902458.jpg?lm=1,https://www.transfermarkt.jp/ivo-grbic/profil/spieler/226073
Josko Gvardiol,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/475959-1663685941.jpg?lm=1,https://www.transfermarkt.jp/josko-gvardiol/profil/spieler/475959
Josip Sutalo,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/371001-1605120661.jpg?lm=1,https://www.transfermarkt.jp/josip-sutalo/profil/spieler/371001
Martin Erlic,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/357003-1663594504.jpg?lm=1,https://www.transfermarkt.jp/martin-erlic/profil/spieler/357003
Dejan Lovren,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/37838-1602270734.png?lm=1,https://www.transfermarkt.jp/dejan-lovren/profil/spieler/37838
Domagoj Vida,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/46083-1635601337.jpeg?lm=1,https://www.transfermarkt.jp/domagoj-vida/profil/spieler/46083
Borna Sosa,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/293194-1657181469.jpg?lm=1,https://www.transfermarkt.jp/borna-sosa/profil/spieler/293194
Borna Barisic,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/39125-1667991076.jpg?lm=1,https://www.transfermarkt.jp/borna-barisic/profil/spieler/39125
Josip Stanisic,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/483046-1667830853.jpg?lm=1,https://www.transfermarkt.jp/josip-stanisic/profil/spieler/483046
Josip Juranovic,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/362977-1663161846.jpg?lm=1,https://www.transfermarkt.jp/josip-juranovic/profil/spieler/362977
Marcelo Brozovic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/156617-1661352678.jpg?lm=1,https://www.transfermarkt.jp/marcelo-brozovic/profil/spieler/156617
Kristijan Jakic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/374954-1663065270.jpg?lm=1,https://www.transfermarkt.jp/kristijan-jakic/profil/spieler/374954
Mateo Kovacic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/51471-1624351322.jpg?lm=1,https://www.transfermarkt.jp/mateo-kovacic/profil/spieler/51471
Luka Modric,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/27992-1661426133.jpg?lm=1,https://www.transfermarkt.jp/luka-modric/profil/spieler/27992
Ivan Perisic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/42460-1667991317.jpg?lm=1,https://www.transfermarkt.jp/ivan-perisic/profil/spieler/42460
Mario Pasalic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/205938-1630496805.jpg?lm=1,https://www.transfermarkt.jp/mario-pasalic/profil/spieler/205938
Lovro Majer,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/387106-1666698978.jpg?lm=1,https://www.transfermarkt.jp/lovro-majer/profil/spieler/387106
Nikola Vlasic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/293200-1647595523.png?lm=1,https://www.transfermarkt.jp/nikola-vlasic/profil/spieler/293200
Luka Sucic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/502722-1661532237.png?lm=1,https://www.transfermarkt.jp/luka-sucic/profil/spieler/502722
Mislav Orsic,クロアチア,フォワード,https://img.a.transfermarkt.technology/portrait/small/119150-1570009050.png?lm=1,https://www.transfermarkt.jp/mislav-orsic/profil/spieler/119150
Andrej Kramaric,クロアチア,フォワード,https://img.a.transfermarkt.technology/portrait/small/46580-1657201316.jpg?lm=1,https://www.transfermarkt.jp/andrej-kramaric/profil/spieler/46580
Marko Livaja,クロアチア,フォワード,https://img.a.transfermarkt.technology/portrait/small/95438-1662878058.jpg?lm=1,https://www.transfermarkt.jp/marko-livaja/profil/spieler/95438
Bruno Petkovic,クロアチア,フォワード,https://img.a.transfermarkt.technology/portrait/small/256358-1605121929.jpg?lm=1,https://www.transfermarkt.jp/bruno-petkovic/profil/spieler/256358
