name,id
アメリカ,3505
アルゼンチン,3437
イングランド,3299
ウルグアイ,3449
オランダ,3379
ガーナ,3441
スペイン,3375
スロバキア,3503
チリ,3700
ドイツ,3262
パラグアイ,3581
ブラジル,3439
ポルトガル,3300
メキシコ,6303
日本,3435
韓国,3589
