name,country,position,image,worth,age
Marcus Hahnemann,アメリカ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/4140-1587801768.jpg?lm=1,1500000,38
Brad Guzan,アメリカ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/39471-1618606207.JPG?lm=1,1000000,25
Luis Robles,アメリカ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/47289-1551299145.JPG?lm=1,500000,25
Troy Perkins,アメリカ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/39431-1606065344.jpg?lm=1,300000,28
Nick Rimando,アメリカ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/39434-1549875750.jpg?lm=1,200000,30
Oguchi Onyewu,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/12517-1489602500.jpg?lm=1,5000000,27
Carlos Bocanegra,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/15829-1589233105.jpg?lm=1,3300000,31
Jonathan Spector,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/24637-1520876373.jpg?lm=1,2000000,24
Jimmy Conrad,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/26828-1606064718.jpg?lm=1,500000,33
Chad Marshall,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/26841-1550164765.jpg?lm=1,500000,25
Michael Parkhurst,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/39897-1550308779.jpg?lm=1,450000,26
Geoff Cameron,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/31642-1646524546.png?lm=1,250000,24
Edgar Castillo,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/53542-1583434417.JPG?lm=1,2000000,23
DaMarcus Beasley,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/20584-1551295816.jpg?lm=1,1750000,27
Robbie Rogers,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/51352-1607102015.jpg?lm=1,200000,22
Steven Cherundolo,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/1335-1493297939.jpg?lm=1,2000000,31
Frankie Hejduk,アメリカ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/72-1606066002.jpg?lm=1,325000,35
Maurice Edu,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/50987-1489602860.jpg?lm=1,2000000,23
Kyle Beckerman,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/26995-1584044065.JPG?lm=1,300000,28
Logan Pause,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/39285-1606065007.jpg?lm=1,275000,29
Michael Bradley,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/30593-1645892074.jpg?lm=1,5000000,22
Francisco Torres,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/52623-1637943575.jpg?lm=1,2000000,23
Benny Feilhaber,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/33118-1550086153.jpg?lm=1,1500000,25
Stuart Holden,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/30071-1606066306.jpg?lm=1,750000,24
Ricardo Clark,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/39840-1551258379.jpg?lm=1,600000,26
Alejandro Bedoya,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/111783-1646139260.jpg?lm=1,700000,22
Dax McCarty,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/39479-1646126043.jpg?lm=1,200000,23
Freddy Adu,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/8518-1524342808.JPG?lm=1,1000000,20
Sacha Kljestan,アメリカ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/39475-1646080078.JPG?lm=1,450000,24
Clint Dempsey,アメリカ,フォワード,https://img.a.transfermarkt.technology/portrait/small/27577-1520798945.jpg?lm=1,7000000,26
Landon Donovan,アメリカ,フォワード,https://img.a.transfermarkt.technology/portrait/small/68-1476299967.jpg?lm=1,3000000,27
Jozy Altidore,アメリカ,フォワード,https://img.a.transfermarkt.technology/portrait/small/39378-1618856969.jpg?lm=1,3000000,20
Charlie Davies,アメリカ,フォワード,https://img.a.transfermarkt.technology/portrait/small/46472-1489603383.JPG?lm=1,1600000,24
Hérculez Gómez,アメリカ,フォワード,https://img.a.transfermarkt.technology/portrait/small/39465-1476358592.jpg?lm=1,750000,27
Eddie Johnson,アメリカ,フォワード,https://img.a.transfermarkt.technology/portrait/small/38773-1589275908.jpg?lm=1,1250000,25
Kenny Cooper Jr.,アメリカ,フォワード,https://img.a.transfermarkt.technology/portrait/small/25064-1589275786.jpg?lm=1,1000000,25
Edson Buddle,アメリカ,フォワード,https://img.a.transfermarkt.technology/portrait/small/26825-1586203668.jpg?lm=1,250000,29
Mariano Andújar,アルゼンチン,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/35491-1646656464.JPG?lm=1,4000000,26
Juan Pablo Carrizo,アルゼンチン,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/39118-1410340416.jpg?lm=1,2000000,25
Nelson Ibáñez,アルゼンチン,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/75534-1454060169.png?lm=1,1600000,28
Cristian Campestrini,アルゼンチン,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/76908-1496828057.jpg?lm=1,1600000,29
Diego Pozo,アルゼンチン,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/s_79200_1070_2013_06_11_1.jpg?lm=1,1600000,31
Adrián Gabbarini,アルゼンチン,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,800000,24
Wálter Samuel,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/5938-1449586343.jpg?lm=1,15000000,31
Martín Demichelis,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/2963-1461254471.jpg?lm=1,11500000,29
Nicolás Burdisso,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/3417-1448531346.jpg?lm=1,7000000,28
Fabricio Coloccini,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/6150-1637344797.JPG?lm=1,6000000,28
Nicolás Pareja,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/41281-1447240289.jpg?lm=1,6000000,26
Gabriel Heinze,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_5555_12_2010_1.jpg?lm=1,5500000,32
Nicolás Otamendi,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/54781-1669835534.jpg?lm=1,4500000,21
Cata Díaz,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_39087_13_2012_3.jpg?lm=1,5000000,30
Leonel Galeano,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_124244_367_2013_10_16_1.jpg?lm=1,1500000,18
Guillermo Burdisso,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/104233-1637255348.JPG?lm=1,2200000,21
Juan Manuel Insaurralde,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/65072-1636411262.JPG?lm=1,2000000,25
Ignacio Canuto,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/68199-1425461929.jpg?lm=1,2000000,23
Matías Caruzzo,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/56573-1453989242.jpg?lm=1,2000000,25
Carlos Matheu,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/55932-1637752089.jpg?lm=1,2000000,24
Paolo Goltz,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/55183-1470914076.jpg?lm=1,1600000,24
Gabriel Mercado,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/45319-1418827134.jpg?lm=1,1500000,22
Ariel Garcé,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_56011_1030_2013_06_11_1.jpg?lm=1,1300000,30
Rolando Schiavi,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_20002_189_2012_1.jpg?lm=1,800000,37
Mariano Echeverría,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/87486-1496828163.jpg?lm=1,400000,28
Cristian Ansaldi,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/55854-1632474398.jpg?lm=1,10500000,23
Emiliano Papa,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/30820-1636412087.JPG?lm=1,4000000,27
Clemente Rodríguez,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_20681_585_2012_1.jpg?lm=1,2700000,28
Fabián Monzón,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/s_67084_1627_2013_09_20_1.jpg?lm=1,3000000,22
Leonel Vangioni,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/55895-1474297762.jpg?lm=1,3000000,22
Cristian Villagra,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,2000000,24
Javier Zanetti,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/1161-1463994546.jpg?lm=1,7500000,36
Esteban Cambiasso,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/7520-1462280899.jpg?lm=1,31000000,29
Javier Mascherano,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/19981-1465280515.jpg?lm=1,26000000,26
Fernando Gago,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/s_38954_1049_2012_10_24_1.jpg?lm=1,13000000,24
Mario Bolatti,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/s_52343_6600_2010_3.jpg?lm=1,5000000,24
Sebastián Battaglia,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/15646-1413448003.jpg?lm=1,3500000,29
Enzo Pérez,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/56066-1625771376.png?lm=1,3000000,23
Rodrigo Braña,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/s_56001_288_2012_1.jpg?lm=1,2500000,30
Juan Mercier,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/54854-1453989739.jpg?lm=1,2200000,29
Franco Razzotti,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,2000000,24
Jonás Gutiérrez,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/26443-1446727181.jpg?lm=1,8000000,27
Juan Sebastián Verón,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/3143-1482941253.jpg?lm=1,4000000,34
José Sosa,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/20137-1603567042.jpeg?lm=1,3000000,24
Wálter Acevedo,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/54486-1418827285.jpg?lm=1,1800000,23
Walter Erviti,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/53583-1485533722.jpg?lm=1,2000000,29
Jesús Méndez,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/26247-1506685799.png?lm=1,1500000,25
Nicolás Olmedo,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/75538-1610973627.jpg?lm=1,1000000,26
José Luis Fernández,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/s_75407_294_2012_1.jpg?lm=1,400000,22
Sebastián Battaglia,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/default.jpg?lm=1,200000,22
Javier Pastore,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/55215-1596030059.jpg?lm=1,8500000,20
