name,country,position,image,worth,age
Gastón Ramírez,ウルグアイ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/123742-1596030737.jpg?lm=1,10000000,27
Gastón Pereiro,ウルグアイ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/264116-1630510867.jpg?lm=1,10000000,22
Giorgian de Arrascaeta,ウルグアイ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/248410-1668501457.jpg?lm=1,9000000,23
Nicolás Lodeiro,ウルグアイ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/72653-1647636339.jpg?lm=1,4000000,29
Carlos Sánchez,ウルグアイ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/74373-1571742086.jpg?lm=1,1500000,33
Jonathan Urretaviscaya,ウルグアイ,フォワード,https://img.a.transfermarkt.technology/portrait/small/74621-1581879109.jpg?lm=1,3500000,28
Luis Suárez,ウルグアイ,フォワード,https://img.a.transfermarkt.technology/portrait/small/44352-1668156555.jpg?lm=1,85000000,30
Edinson Cavani,ウルグアイ,フォワード,https://img.a.transfermarkt.technology/portrait/small/48280-1619791055.jpg?lm=1,60000000,30
Maxi Gómez,ウルグアイ,フォワード,https://img.a.transfermarkt.technology/portrait/small/396894-1663875564.png?lm=1,12000000,21
Cristhian Stuani,ウルグアイ,フォワード,https://img.a.transfermarkt.technology/portrait/small/59323-1471947246.jpg?lm=1,5000000,31
Danijel Subasic,クロアチア,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/27941-1662876077.jpg?lm=1,5000000,33
Dominik Livakovic,クロアチア,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/205927-1669205618.jpg?lm=1,1500000,23
Dejan Lovren,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/37838-1602270734.png?lm=1,17000000,28
Duje Caleta-Car,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/238266-1662069879.jpg?lm=1,3000000,21
Domagoj Vida,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/46083-1635601337.jpeg?lm=1,8000000,28
Tin Jedvaj,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/206386-1630619815.png?lm=1,5000000,22
Matej Mitrovic,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/206734-1616530039.jpg?lm=1,3000000,24
Vedran Corluka,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/34393-1567785460.png?lm=1,4000000,32
Zoran Nizic,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/120710-1605978627.png?lm=1,2500000,28
Ivan Strinic,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/39799-1448529312.jpg?lm=1,4000000,30
Josip Pivaric,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/45826-1523610127.jpg?lm=1,2000000,28
Marin Leovac,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/51604-1663606245.jpg?lm=1,1500000,29
Sime Vrsaljko,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/76061-1449059113.jpg?lm=1,20000000,25
Marcelo Brozovic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/156617-1661352678.jpg?lm=1,27000000,25
Milan Badelj,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/40633-1448527591.jpg?lm=1,15000000,29
Filip Bradaric,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/238486-1532949045.jpg?lm=1,3500000,26
Ivan Rakitic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/32467-1568021662.jpg?lm=1,45000000,29
Mateo Kovacic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/51471-1624351322.jpg?lm=1,25000000,23
Luka Modric,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/27992-1661426133.jpg?lm=1,40000000,32
Marko Rog,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/317482-1596004707.jpg?lm=1,8000000,22
Ivan Perisic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/42460-1667991317.jpg?lm=1,40000000,29
Mario Pasalic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/205938-1630496805.jpg?lm=1,8000000,23
Nikola Vlasic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/293200-1647595523.png?lm=1,8000000,20
Marko Pjaca,クロアチア,フォワード,https://img.a.transfermarkt.technology/portrait/small/205940-1663678352.jpg?lm=1,15000000,23
Ante Rebic,クロアチア,フォワード,https://img.a.transfermarkt.technology/portrait/small/187587-1596115623.jpg?lm=1,8500000,24
Andrej Kramaric,クロアチア,フォワード,https://img.a.transfermarkt.technology/portrait/small/46580-1657201316.jpg?lm=1,27000000,26
Mario Mandzukic,クロアチア,フォワード,https://img.a.transfermarkt.technology/portrait/small/34572-1669305573.jpg?lm=1,18000000,32
Nikola Kalinic,クロアチア,フォワード,https://img.a.transfermarkt.technology/portrait/small/36371-1662878081.jpg?lm=1,16000000,30
Duje Cop,クロアチア,フォワード,https://img.a.transfermarkt.technology/portrait/small/46415-1616873828.jpg?lm=1,3000000,27
Camilo Vargas,コロンビア,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/74113-1646412495.jpeg?lm=1,1000000,28
Leandro Castellanos,コロンビア,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/73346-1523613258.jpg?lm=1,900000,33
José Cuadrado,コロンビア,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/74057-1523613383.jpg?lm=1,700000,32
Davinson Sánchez,コロンビア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/341429-1464272554.jpg?lm=1,35000000,21
Yerry Mina,コロンビア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/289446-1663316363.jpg?lm=1,9000000,23
Bernardo Espinosa,コロンビア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/64598-1447319790.jpg?lm=1,7000000,28
Cristián Zapata,コロンビア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/34344-1636128495.JPG?lm=1,2500000,31
Óscar Murillo,コロンビア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/77176-1523615838.jpg?lm=1,2500000,29
William Tesillo,コロンビア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/137840-1519209224.jpg?lm=1,1350000,28
Frank Fabra,コロンビア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/156561-1646343760.JPG?lm=1,6000000,27
Johan Mojica,コロンビア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/262939-1541161893.jpg?lm=1,2000000,25
Farid Díaz,コロンビア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/74623-1583853910.jpg?lm=1,400000,34
Santiago Arias,コロンビア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/120443-1615893101.jpg?lm=1,10000000,26
Stefan Medina,コロンビア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/131093-1506587306.png?lm=1,3000000,25
Wilmar Barrios,コロンビア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/257668-1658226421.png?lm=1,8000000,24
Éder Balanta,コロンビア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/265127-1608489566.jpg?lm=1,3500000,24
Mateus Uribe,コロンビア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/214538-1582713233.png?lm=1,3500000,27
Carlos Sánchez,コロンビア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/51226-1491464026.jpg?lm=1,2000000,32
Jefferson Lerma,コロンビア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/262980-1447315315.jpg?lm=1,1500000,23
Abel Aguilar,コロンビア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/37388-1535473994.jpg?lm=1,1150000,33
Víctor Cantillo,コロンビア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/263032-1662318409.jpg?lm=1,600000,24
Juan Cuadrado,コロンビア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/91970-1663576912.jpg?lm=1,28000000,30
James Rodríguez,コロンビア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/88103-1540568385.jpg?lm=1,65000000,26
Giovanni Moreno,コロンビア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/74661-1511174615.jpg?lm=1,6500000,31
Edwin Cardona,コロンビア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/119342-1523616307.jpg?lm=1,5500000,25
Juan Fernando Quintero,コロンビア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/122582-1644877928.png?lm=1,3500000,25
José Izquierdo,コロンビア,フォワード,https://img.a.transfermarkt.technology/portrait/small/147094-1486755753.jpg?lm=1,14000000,25
Avilés Hurtado,コロンビア,フォワード,https://img.a.transfermarkt.technology/portrait/small/148713-1580827692.png?lm=1,4000000,30
Felipe Pardo,コロンビア,フォワード,https://img.a.transfermarkt.technology/portrait/small/76924-1580382409.jpg?lm=1,4000000,27
Yimmi Chará,コロンビア,フォワード,https://img.a.transfermarkt.technology/portrait/small/165361-1646124689.jpg?lm=1,2500000,26
Duván Zapata,コロンビア,フォワード,https://img.a.transfermarkt.technology/portrait/small/73794-1661508410.jpg?lm=1,20000000,27
Radamel Falcao,コロンビア,フォワード,https://img.a.transfermarkt.technology/portrait/small/39152-1622801006.jpg?lm=1,15000000,31
Luis Muriel,コロンビア,フォワード,https://img.a.transfermarkt.technology/portrait/small/119228-1596182523.jpg?lm=1,15000000,26
Carlos Bacca,コロンビア,フォワード,https://img.a.transfermarkt.technology/portrait/small/119235-1448983000.jpg?lm=1,12000000,31
Miguel Borja,コロンビア,フォワード,https://img.a.transfermarkt.technology/portrait/small/211397-1494400186.jpg?lm=1,5000000,25
Kepa Arrizabalaga,スペイン,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/192279-1661855851.jpg?lm=1,20000000,23
Pau López,スペイン,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/286415-1666815446.jpg?lm=1,3000000,23
Pepe Reina,スペイン,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/7825-1448528367.jpg?lm=1,1000000,35
Gerard Piqué,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/18944-1667548226.jpg?lm=1,40000000,30
Sergio Ramos,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/25557-1640014004.jpg?lm=1,40000000,31
Nacho Fernández,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/58884-1664964956.jpg?lm=1,20000000,27
Marc Bartra,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/99922-1669809738.png?lm=1,17500000,27
Yeray Álvarez,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/255488-1665057182.jpg?lm=1,7500000,22
Jesús Vallejo,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/251896-1471508098.JPG?lm=1,15000000,20
Jordi Alba,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/69751-1653039085.jpg?lm=1,40000000,28
Marcos Alonso,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/112515-1620650716.jpg?lm=1,30000000,27
Nacho Monreal,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/43003-1518795805.jpg?lm=1,13000000,31
Alberto Moreno,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/207917-1459255994.jpg?lm=1,12000000,25
Daniel Carvajal,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/138927-1619701459.jpg?lm=1,45000000,25
César Azpilicueta,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/57500-1668169250.jpg?lm=1,35000000,28
Álvaro Odriozola,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/280730-1579598607.jpg?lm=1,20000000,22
Sergio Busquets,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/65230-1668168379.jpg?lm=1,80000000,29
Rodri,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/357565-1668168488.jpg?lm=1,20000000,21
Asier Illarramendi,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/59344-1447314001.jpg?lm=1,15000000,27
Saúl Ñíguez,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/148928-1648555027.jpg?lm=1,70000000,23
Koke,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/74229-1664970397.jpg?lm=1,70000000,25
Thiago,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/60444-1540568423.jpg?lm=1,60000000,26
Luis Alberto,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/128220-1594715012.jpg?lm=1,22000000,25
Dani Parejo,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/59561-1447247408.jpg?lm=1,18000000,28
Andrés Iniesta,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/7600-1464872266.jpg?lm=1,20000000,33
Isco,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/85288-1523366774.jpg?lm=1,75000000,25
David Silva,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/35518-1538642653.jpg?lm=1,30000000,31
Vitolo,スペイン,フォワード,https://img.a.transfermarkt.technology/portrait/small/67082-1447240446.jpg?lm=1,25000000,28
Marco Asensio,スペイン,フォワード,https://img.a.transfermarkt.technology/portrait/small/296622-1664970818.jpg?lm=1,50000000,21
Suso,スペイン,フォワード,https://img.a.transfermarkt.technology/portrait/small/111961-1455551677.jpg?lm=1,35000000,24
Lucas Vázquez,スペイン,フォワード,https://img.a.transfermarkt.technology/portrait/small/221316-1536655786.jpg?lm=1,15000000,26
José Callejón,スペイン,フォワード,https://img.a.transfermarkt.technology/portrait/small/61253-1602070711.jpg?lm=1,24000000,31
Rodrigo,スペイン,フォワード,https://img.a.transfermarkt.technology/portrait/small/131505-1447247512.jpg?lm=1,25000000,26
Álvaro Morata,スペイン,フォワード,https://img.a.transfermarkt.technology/portrait/small/128223-1644496732.jpg?lm=1,65000000,25
Diego Costa,スペイン,フォワード,https://img.a.transfermarkt.technology/portrait/small/44779-1453805669.jpg?lm=1,50000000,29
Iago Aspas,スペイン,フォワード,https://img.a.transfermarkt.technology/portrait/small/72047-1653042948.jpg?lm=1,18000000,30
