name,country,position,image,worth,age
Timothy Weah,アメリカ,フォワード,https://img.a.transfermarkt.technology/portrait/small/370846-1574781500.jpg?lm=1,13000000,22
Josh Sargent,アメリカ,フォワード,https://img.a.transfermarkt.technology/portrait/small/393325-1665128005.jpg?lm=1,7000000,22
Jesús Ferreira,アメリカ,フォワード,https://img.a.transfermarkt.technology/portrait/small/474249-1645956654.jpg?lm=1,6000000,21
Haji Wright,アメリカ,フォワード,https://img.a.transfermarkt.technology/portrait/small/315291-1665561098.png?lm=1,1400000,23
Gerónimo Rulli,アルゼンチン,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/229604-1665059858.jpg?lm=1,6000000,30
Franco Armani,アルゼンチン,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/119634-1625760128.png?lm=1,3500000,35
Cristian Romero,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/355915-1665609429.jpg?lm=1,40000000,23
Lisandro Martínez,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/480762-1660913217.jpg?lm=1,32000000,23
Germán Pezzella,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/113133-1668180931.jpg?lm=1,5000000,30
Nicolás Otamendi,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/54781-1669835534.jpg?lm=1,4500000,34
Marcos Acuña,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/60410-1668181014.jpg?lm=1,18000000,30
Nicolás Tagliafico,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/131225-1668181437.jpg?lm=1,16000000,29
Juan Foyth,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/480763-1662668281.jpg?lm=1,25000000,24
Nahuel Molina,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/424042-1629455297.jpg?lm=1,20000000,24
Gonzalo Montiel,アルゼンチン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/402733-1668181612.jpg?lm=1,14000000,25
Guido Rodríguez,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/342385-1668181269.jpg?lm=1,25000000,28
Leandro Paredes,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/166237-1639582931.jpg?lm=1,17000000,27
Rodrigo de Paul,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/255901-1623838716.jpg?lm=1,40000000,28
Enzo Fernández,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/648195-1669894717.jpg?lm=1,6500000,21
Alexis Mac Allister,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/534033-1669835342.jpg?lm=1,16000000,23
Exequiel Palacios,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/401578-1658913508.jpg?lm=1,15000000,23
Thiago Almada,アルゼンチン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/576028-1651253106.jpg?lm=1,18000000,20
Papu Gómez,アルゼンチン,フォワード,https://img.a.transfermarkt.technology/portrait/small/20005-1670101551.jpg?lm=1,6000000,34
Lionel Messi,アルゼンチン,フォワード,https://img.a.transfermarkt.technology/portrait/small/28003-1631171950.jpg?lm=1,50000000,34
Ángel Correa,アルゼンチン,フォワード,https://img.a.transfermarkt.technology/portrait/small/266807-1622131083.jpg?lm=1,45000000,27
Ángel Di María,アルゼンチン,フォワード,https://img.a.transfermarkt.technology/portrait/small/45320-1663576797.jpg?lm=1,12000000,34
Paulo Dybala,アルゼンチン,フォワード,https://img.a.transfermarkt.technology/portrait/small/206050-1641810495.jpg?lm=1,40000000,28
Lautaro Martínez,アルゼンチン,フォワード,https://img.a.transfermarkt.technology/portrait/small/406625-1661352429.jpg?lm=1,70000000,24
Julián Álvarez,アルゼンチン,フォワード,https://img.a.transfermarkt.technology/portrait/small/576024-1661978290.jpg?lm=1,23000000,22
Jordan Pickford,イングランド,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/130164-1668499964.jpg?lm=1,20000000,28
Nick Pope,イングランド,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/192080-1663841362.jpg?lm=1,15000000,30
Ben White,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/335721-1668091170.jpg?lm=1,40000000,24
John Stones,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/186590-1583400326.jpg?lm=1,28000000,28
Harry Maguire,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/177907-1663841733.jpg?lm=1,40000000,29
Eric Dier,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/175722-1665608595.jpg?lm=1,28000000,28
Conor Coady,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/128901-1668090438.jpg?lm=1,25000000,29
Luke Shaw,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/183288-1668500175.jpg?lm=1,38000000,26
Trent Alexander-Arnold,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/314353-1662621037.jpg?lm=1,80000000,23
Kyle Walker,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/95424-1668090663.jpg?lm=1,18000000,32
Kieran Trippier,イングランド,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/95810-1517913986.jpg?lm=1,15000000,31
Declan Rice,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/357662-1624883831.jpg?lm=1,80000000,23
Kalvin Phillips,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/351749-1661978510.jpg?lm=1,50000000,26
Phil Foden,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/406635-1668524492.jpg?lm=1,90000000,21
Jude Bellingham,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/581678-1661412719.jpg?lm=1,80000000,18
Conor Gallagher,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/488362-1668500476.jpg?lm=1,25000000,22
Jordan Henderson,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/61651-1662621084.jpg?lm=1,15000000,31
Bukayo Saka,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/433177-1669294809.jpg?lm=1,65000000,20
Mason Mount,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/346483-1642175298.jpg?lm=1,75000000,23
James Maddison,イングランド,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/294057-1638811548.jpg?lm=1,50000000,25
Jack Grealish,イングランド,フォワード,https://img.a.transfermarkt.technology/portrait/small/203460-1581417066.jpg?lm=1,70000000,26
Raheem Sterling,イングランド,フォワード,https://img.a.transfermarkt.technology/portrait/small/134425-1577051521.jpg?lm=1,70000000,27
Marcus Rashford,イングランド,フォワード,https://img.a.transfermarkt.technology/portrait/small/258923-1565603308.png?lm=1,70000000,24
Harry Kane,イングランド,フォワード,https://img.a.transfermarkt.technology/portrait/small/132098-1623778520.jpg?lm=1,90000000,28
Callum Wilson,イングランド,フォワード,https://img.a.transfermarkt.technology/portrait/small/123682-1668090039.jpg?lm=1,18000000,30
Andrew Redmayne,オーストラリア,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/51975-1655199076.jpg?lm=1,700000,33
Danny Vukovic,オーストラリア,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/43113-1610918465.jpg?lm=1,300000,36
Harry Souttar,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/298091-1669819322.jpg?lm=1,5000000,23
Milos Degenek,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/187353-1646333958.jpg?lm=1,2500000,28
Bailey Wright,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/147419-1547131170.jpg?lm=1,800000,29
Kye Rowles,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/399990-1668505790.jpg?lm=1,600000,23
Thomas Deng,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/366543-1625837373.jpg?lm=1,550000,24
Aziz Behich,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/136834-1669893921.jpg?lm=1,600000,31
Joel King,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/616430-1625837674.jpg?lm=1,500000,21
Fran Karacic,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/367795-1613461062.jpg?lm=1,1000000,26
Nathaniel Atkinson,オーストラリア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/556038-1669189807.jpg?lm=1,1000000,23
Cammy Devlin,オーストラリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/399162-1632992221.png?lm=1,600000,24
Keanu Baccus,オーストラリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/479037-1625838666.jpg?lm=1,600000,23
Aaron Mooy,オーストラリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/123951-1668505974.jpg?lm=1,5000000,31
Riley McGree,オーストラリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/428061-1642195656.jpg?lm=1,2500000,23
Jackson Irvine,オーストラリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/192557-1637160187.jpg?lm=1,2000000,29
Ajdin Hrustic,オーストラリア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/265625-1661799977.jpg?lm=1,3000000,25
Awer Mabil,オーストラリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/255729-1601548252.jpg?lm=1,2000000,26
Craig Goodwin,オーストラリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/214798-1668506102.jpg?lm=1,1250000,30
Mathew Leckie,オーストラリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/126214-1599990767.jpg?lm=1,1000000,31
Marco Tilio,オーストラリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/565531-1669893669.jpg?lm=1,900000,20
Jamie Maclaren,オーストラリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/173591-1668506342.jpg?lm=1,1500000,28
Jason Cummings,オーストラリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/209583-1668506256.jpg?lm=1,750000,26
Mitchell Duke,オーストラリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/177775-1625839380.jpg?lm=1,700000,30
Garang Kuol,オーストラリア,フォワード,https://img.a.transfermarkt.technology/portrait/small/967948-1663524926.jpg?lm=1,100000,17
Andries Noppert,オランダ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/276853-1664368859.jpg?lm=1,125000,27
Remko Pasveer,オランダ,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/25520-1666951851.jpg?lm=1,250000,38
Matthijs de Ligt,オランダ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/326031-1667829815.jpg?lm=1,70000000,22
Virgil van Dijk,オランダ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/139208-1620651710.jpg?lm=1,55000000,30
Jurrien Timber,オランダ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/420243-1660913147.jpg?lm=1,30000000,20
Nathan Aké,オランダ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/177476-1666733797.jpg?lm=1,25000000,27
Stefan de Vrij,オランダ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/111196-1663572651.jpg?lm=1,35000000,30
Tyrell Malacia,オランダ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/339340-1657096025.jpg?lm=1,10000000,22
Daley Blind,オランダ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/12282-1660761781.jpg?lm=1,13500000,31
Jeremie Frimpong,オランダ,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/484547-1658913331.jpg?lm=1,20000000,21
Teun Koopmeiners,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/360518-1645797398.jpg?lm=1,25000000,24
Marten de Roon,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/133179-1663582942.jpg?lm=1,17000000,31
Frenkie de Jong,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/326330-1656499973.png?lm=1,60000000,25
Kenneth Taylor,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/470394-1609862320.jpg?lm=1,3000000,19
Denzel Dumfries,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/321528-1663572270.jpg?lm=1,20000000,25
Xavi Simons,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/566931-1669890065.jpg?lm=1,3000000,18
Steven Berghuis,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/129554-1668696215.jpg?lm=1,15000000,30
Davy Klaassen,オランダ,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/182932-1666951645.jpg?lm=1,15000000,28
Cody Gakpo,オランダ,フォワード,https://img.a.transfermarkt.technology/portrait/small/434675-1652434881.jpg?lm=1,22000000,22
Steven Bergwijn,オランダ,フォワード,https://img.a.transfermarkt.technology/portrait/small/284165-1660913350.jpg?lm=1,18000000,24
Noa Lang,オランダ,フォワード,https://img.a.transfermarkt.technology/portrait/small/339332-1642424716.jpg?lm=1,25000000,22
Memphis Depay,オランダ,フォワード,https://img.a.transfermarkt.technology/portrait/small/167850-1668167349.jpg?lm=1,35000000,28
Wout Weghorst,オランダ,フォワード,https://img.a.transfermarkt.technology/portrait/small/228645-1666363510.png?lm=1,17000000,29
Vincent Janssen,オランダ,フォワード,https://img.a.transfermarkt.technology/portrait/small/207015-1659086968.jpg?lm=1,2500000,27
Luuk de Jong,オランダ,フォワード,https://img.a.transfermarkt.technology/portrait/small/72522-1548523482.jpg?lm=1,4000000,31
Ivica Ivusic,クロアチア,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/160482-1663604435.jpg?lm=1,4000000,27
Ivo Grbic,クロアチア,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/226073-1559902458.jpg?lm=1,3500000,26
Josko Gvardiol,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/475959-1663685941.jpg?lm=1,30000000,20
Josip Sutalo,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/371001-1605120661.jpg?lm=1,5000000,22
Martin Erlic,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/357003-1663594504.jpg?lm=1,5500000,24
Dejan Lovren,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/37838-1602270734.png?lm=1,4500000,32
Domagoj Vida,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/46083-1635601337.jpeg?lm=1,3000000,32
Borna Sosa,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/293194-1657181469.jpg?lm=1,23000000,24
Borna Barisic,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/39125-1667991076.jpg?lm=1,6000000,29
Josip Stanisic,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/483046-1667830853.jpg?lm=1,4000000,22
Josip Juranovic,クロアチア,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/362977-1663161846.jpg?lm=1,7000000,26
Marcelo Brozovic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/156617-1661352678.jpg?lm=1,40000000,29
Kristijan Jakic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/374954-1663065270.jpg?lm=1,9000000,25
Mateo Kovacic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/51471-1624351322.jpg?lm=1,42000000,28
Luka Modric,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/27992-1661426133.jpg?lm=1,10000000,36
Ivan Perisic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/42460-1667991317.jpg?lm=1,10000000,33
Mario Pasalic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/205938-1630496805.jpg?lm=1,28000000,27
Lovro Majer,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/387106-1666698978.jpg?lm=1,18000000,24
Nikola Vlasic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/293200-1647595523.png?lm=1,25000000,24
Luka Sucic,クロアチア,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/502722-1661532237.png?lm=1,20000000,19
Mislav Orsic,クロアチア,フォワード,https://img.a.transfermarkt.technology/portrait/small/119150-1570009050.png?lm=1,10000000,29
Andrej Kramaric,クロアチア,フォワード,https://img.a.transfermarkt.technology/portrait/small/46580-1657201316.jpg?lm=1,12000000,30
Marko Livaja,クロアチア,フォワード,https://img.a.transfermarkt.technology/portrait/small/95438-1662878058.jpg?lm=1,6500000,28
Bruno Petkovic,クロアチア,フォワード,https://img.a.transfermarkt.technology/portrait/small/256358-1605121929.jpg?lm=1,7000000,27
Ante Budimir,クロアチア,フォワード,https://img.a.transfermarkt.technology/portrait/small/46413-1665055952.jpg?lm=1,6000000,30
Unai Simón,スペイン,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/262396-1650460648.jpg?lm=1,25000000,24
David Raya,スペイン,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/262749-1668168018.jpg?lm=1,22000000,26
Pau Torres,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/399776-1568023168.jpg?lm=1,50000000,25
Aymeric Laporte,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/176553-1564994239.jpg?lm=1,45000000,28
Eric García,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/466794-1629107322.jpg?lm=1,18000000,21
Alejandro Balde,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/636688-1662836200.jpg?lm=1,4000000,18
Jordi Alba,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/69751-1653039085.jpg?lm=1,9000000,33
Daniel Carvajal,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/138927-1619701459.jpg?lm=1,18000000,30
César Azpilicueta,スペイン,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/57500-1668169250.jpg?lm=1,9000000,32
Rodri,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/357565-1668168488.jpg?lm=1,80000000,25
Hugo Guillamón,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/495629-1561988510.png?lm=1,20000000,22
Sergio Busquets,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/65230-1668168379.jpg?lm=1,9000000,33
Pedri,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/683840-1620304992.jpg?lm=1,80000000,19
Gavi,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/646740-1653039221.jpg?lm=1,60000000,17
Marcos Llorente,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/282411-1603712126.jpg?lm=1,45000000,27
Carlos Soler,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/372246-1662059930.jpg?lm=1,50000000,25
Koke,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/74229-1664970397.jpg?lm=1,35000000,30
Dani Olmo,スペイン,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/293385-1617113178.jpg?lm=1,45000000,23
Ansu Fati,スペイン,フォワード,https://img.a.transfermarkt.technology/portrait/small/466810-1669017589.jpg?lm=1,60000000,19
Ferran Torres,スペイン,フォワード,https://img.a.transfermarkt.technology/portrait/small/398184-1620308050.jpg?lm=1,45000000,22
Yéremy Pino,スペイン,フォワード,https://img.a.transfermarkt.technology/portrait/small/568157-1662668039.jpg?lm=1,40000000,19
Marco Asensio,スペイン,フォワード,https://img.a.transfermarkt.technology/portrait/small/296622-1664970818.jpg?lm=1,40000000,26
Nico Williams,スペイン,フォワード,https://img.a.transfermarkt.technology/portrait/small/709187-1644238283.jpg?lm=1,12000000,19
Pablo Sarabia,スペイン,フォワード,https://img.a.transfermarkt.technology/portrait/small/74230-1602692460.jpg?lm=1,25000000,30
Álvaro Morata,スペイン,フォワード,https://img.a.transfermarkt.technology/portrait/small/128223-1644496732.jpg?lm=1,30000000,29
Jonas Omlin,スイス,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/247915-1565013453.jpg?lm=1,8000000,28
Yann Sommer,スイス,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/42205-1669897427.jpg?lm=1,5000000,33
Philipp Köhn,スイス,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/251322-1661531623.png?lm=1,2000000,23
Manuel Akanji,スイス,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/284730-1615389562.jpg?lm=1,30000000,26
Nico Elvedi,スイス,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/192635-1533288578.jpg?lm=1,18000000,25
Fabian Schär,スイス,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/135343-1667990394.jpg?lm=1,7000000,30
Eray Cömert,スイス,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/298583-1668757850.jpg?lm=1,1800000,23
Ricardo Rodríguez,スイス,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/86784-1663596388.jpg?lm=1,3400000,29
Silvan Widmer,スイス,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/168989-1629202510.jpg?lm=1,5000000,29
Granit Xhaka,スイス,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/111455-1667990175.jpg?lm=1,20000000,29
Denis Zakaria,スイス,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/334526-1667990520.jpg?lm=1,27000000,25
Ardon Jashari,スイス,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/608172-1652901023.png?lm=1,700000,19
Fabian Frei,スイス,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/52595-1501159939.jpg?lm=1,500000,32
Djibril Sow,スイス,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/212723-1663065652.jpg?lm=1,22000000,25
Remo Freuler,スイス,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/148252-1537772961.jpg?lm=1,20000000,30
Michel Aebischer,スイス,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/237658-1669289063.jpg?lm=1,3500000,24
Edimilson Fernandes,スイス,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/247555-1628596987.jpg?lm=1,2000000,26
Fabian Rieder,スイス,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/507341-1667990751.jpg?lm=1,4000000,19
Rubén Vargas,スイス,フォワード,https://img.a.transfermarkt.technology/portrait/small/345886-1658600398.jpg?lm=1,9000000,23
Xherdan Shaqiri,スイス,フォワード,https://img.a.transfermarkt.technology/portrait/small/86792-1645958643.jpg?lm=1,7000000,30
Christian Fassnacht,スイス,フォワード,https://img.a.transfermarkt.technology/portrait/small/250490-1626261724.jpg?lm=1,4000000,28
Renato Steffen,スイス,フォワード,https://img.a.transfermarkt.technology/portrait/small/194638-1657203432.jpg?lm=1,2800000,30
Noah Okafor,スイス,フォワード,https://img.a.transfermarkt.technology/portrait/small/346890-1661531711.png?lm=1,18000000,22
Breel Embolo,スイス,フォワード,https://img.a.transfermarkt.technology/portrait/small/237662-1669288888.jpg?lm=1,14000000,25
Haris Seferovic,スイス,フォワード,https://img.a.transfermarkt.technology/portrait/small/109256-1658335494.jpg?lm=1,10000000,30
Alfred Gomis,セネガル,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/163568-1666699042.jpg?lm=1,8000000,28
Seny Dieng,セネガル,ゴールキーパー,https://img.a.transfermarkt.technology/portrait/small/250870-1668162880.jpg?lm=1,1000000,27
Kalidou Koulibaly,セネガル,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/93128-1668757490.jpg?lm=1,35000000,30
Abdou Diallo,セネガル,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/229005-1663686714.jpg?lm=1,22000000,25
Pape Abou Cissé,セネガル,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/364234-1495179357.jpg?lm=1,8000000,26
Formose Mendy,セネガル,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/649023-1656082248.jpg?lm=1,1500000,21
Ismail Jakobs,セネガル,ディフェンダー,https://img.a.transfermarkt.technology/portrait/small/375137-1666691935.jpg?lm=1,7000000,22
