name,country,position,image,worth,age
Keisuke Honda,日本,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/66521-1455538386.jpg?lm=1,4000000,31
Genki Haraguchi,日本,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/79377-1659519476.jpg?lm=1,3500000,27
Hiroyuki Abe,日本,ミッドフィールダー,https://img.a.transfermarkt.technology/portrait/small/211929-1617223544.jpg?lm=1,1700000,28
Takashi Inui,日本,フォワード,https://img.a.transfermarkt.technology/portrait/small/98249-1447246303.jpg?lm=1,3500000,29
Takuma Asano,日本,フォワード,https://img.a.transfermarkt.technology/portrait/small/245744-1657284052.jpg?lm=1,2000000,23
Junya Ito,日本,フォワード,https://img.a.transfermarkt.technology/portrait/small/348791-1614283390.jpg?lm=1,1100000,24
Shoma Doi,日本,フォワード,https://img.a.transfermarkt.technology/portrait/small/164243-1617223259.jpg?lm=1,1750000,25
Shinji Okazaki,日本,フォワード,https://img.a.transfermarkt.technology/portrait/small/79642-1574689661.jpg?lm=1,7000000,31
Yoshinori Muto,日本,フォワード,https://img.a.transfermarkt.technology/portrait/small/230541-1501160298.jpg?lm=1,6000000,25
Yuya Osako,日本,フォワード,https://img.a.transfermarkt.technology/portrait/small/108650-1535124037.jpg?lm=1,4500000,28
Yu Kobayashi,日本,フォワード,https://img.a.transfermarkt.technology/portrait/small/138260-1523615986.jpg?lm=1,2300000,30
Mu Kanazaki,日本,フォワード,https://img.a.transfermarkt.technology/portrait/small/86172-1493885103.jpg?lm=1,2000000,28
Kenyu Sugimoto,日本,フォワード,https://img.a.transfermarkt.technology/portrait/small/129694-1615026016.jpg?lm=1,2000000,25
Shinzo Koroki,日本,フォワード,https://img.a.transfermarkt.technology/portrait/small/82988-1615026073.jpg?lm=1,1650000,31
Kengo Kawamata,日本,フォワード,https://img.a.transfermarkt.technology/portrait/small/79318-1618822610.jpg?lm=1,1250000,28
Takashi Usami,日本,フォワード,https://img.a.transfermarkt.technology/portrait/small/111881-1501157940.jpg?lm=1,800000,25

done
